Date,Species,Length (micron),No. segments,Abbreviation
22/07/2021,Amphora_sp_RCC7063,605.866,4,Amp.sp2
22/07/2021,Amphora_sp_RCC7063,535.942,4,Amp.sp2
22/07/2021,Amphora_sp_RCC7063,593.438,4,Amp.sp2
22/07/2021,Amphora_sp_RCC7063,598.582,4,Amp.sp2
22/07/2021,Amphora_sp_RCC7063,611.433,4,Amp.sp2
22/07/2021,Amphora_sp_RCC7063,687.596,4,Amp.sp2
22/07/2021,Amphora_sp_RCC7063,547.878,4,Amp.sp2
22/07/2021,Amphora_sp_RCC7063,614.348,4,Amp.sp2
22/07/2021,Amphora_sp_RCC7063,546.189,4,Amp.sp2
22/07/2021,Amphora_sp_RCC7063,494.231,4,Amp.sp2
22/07/2021,Amphora_sp_RCC7063,546.189,4,Amp.sp2
22/07/2021,Amphora_sp_RCC7063,586.517,4,Amp.sp2
22/07/2021,Amphora_sp_RCC7063,534.647,4,Amp.sp2
22/07/2021,Amphora_sp_RCC7063,436.88,3,Amp.sp2
22/07/2021,Asterionellopsis_cf_glacialis,404.846,3,A.gla
22/07/2021,Asterionellopsis_cf_glacialis,394.714,3,A.gla
22/07/2021,Asterionellopsis_cf_glacialis,388.54,3,A.gla
22/07/2021,Asterionellopsis_cf_glacialis,355.59,3,A.gla
22/07/2021,Asterionellopsis_cf_glacialis,350.002,3,A.gla
22/07/2021,Asterionellopsis_cf_glacialis,333.416,3,A.gla
22/07/2021,Asterionellopsis_cf_glacialis,354.679,3,A.gla
22/07/2021,Asterionellopsis_cf_glacialis,394.402,3,A.gla
22/07/2021,Asterionellopsis_cf_glacialis,354.592,3,A.gla
22/07/2021,Asterionellopsis_cf_glacialis,326.319,3,A.gla
22/07/2021,Asterionellopsis_cf_glacialis,354.076,3,A.gla
22/07/2021,Asterionellopsis_cf_glacialis,294.202,3,A.gla
22/07/2021,Asterionellopsis_cf_glacialis,360.921,3,A.gla
22/07/2021,Asterionellopsis_cf_glacialis,366.857,3,A.gla
22/07/2021,Asterionellopsis_cf_glacialis,378.744,3,A.gla
22/07/2021,Asterionellopsis_cf_glacialis,394.675,3,A.gla
22/07/2021,Asterionellopsis_cf_glacialis,368.354,3,A.gla
22/07/2021,Asterionellopsis_cf_glacialis,353.549,3,A.gla
22/07/2021,Bacteriastrum_sp,407.916,3,Bac.sp
22/07/2021,Bacteriastrum_sp,400.916,3,Bac.sp
22/07/2021,Bacteriastrum_sp,398.644,3,Bac.sp
22/07/2021,Bacteriastrum_sp,368.522,3,Bac.sp
22/07/2021,Bacteriastrum_sp,366.042,3,Bac.sp
22/07/2021,Bacteriastrum_sp,334.643,3,Bac.sp
22/07/2021,Bacteriastrum_sp,353.984,3,Bac.sp
22/07/2021,Bacteriastrum_sp,430.08,3,Bac.sp
22/07/2021,Bacteriastrum_sp,377.441,3,Bac.sp
22/07/2021,Bacteriastrum_sp,377.767,3,Bac.sp
22/07/2021,Bacteriastrum_sp,402.903,3,Bac.sp
22/07/2021,Bacteriastrum_sp,354.109,3,Bac.sp
22/07/2021,Bacteriastrum_sp,357.427,3,Bac.sp
22/07/2021,Bacteriastrum_sp,385.036,3,Bac.sp
22/07/2021,Bacteriastrum_sp,332.491,3,Bac.sp
22/07/2021,Bacteriastrum_sp,375.6,3,Bac.sp
22/07/2021,Bacteriastrum_sp,396.272,3,Bac.sp
22/07/2021,Bacteriastrum_sp,354.592,3,Bac.sp
22/07/2021,Chaetoceros_lauderi,378.785,3,C.lau
22/07/2021,Chaetoceros_lauderi,347.662,3,C.lau
22/07/2021,Chaetoceros_lauderi,345.627,3,C.lau
22/07/2021,Chaetoceros_lauderi,327.638,3,C.lau
22/07/2021,Chaetoceros_lauderi,337.852,3,C.lau
22/07/2021,Chaetoceros_lauderi,351.232,3,C.lau
22/07/2021,Chaetoceros_lauderi,333.601,3,C.lau
22/07/2021,Chaetoceros_lauderi,347.574,3,C.lau
22/07/2021,Chaetoceros_lauderi,323.094,3,C.lau
22/07/2021,Chaetoceros_lauderi,366.678,3,C.lau
22/07/2021,Chaetoceros_lauderi,325.232,3,C.lau
22/07/2021,Chaetoceros_lauderi,336.636,3,C.lau
22/07/2021,Chaetoceros_lauderi,394.206,3,C.lau
22/07/2021,Chaetoceros_lauderi,357.525,3,C.lau
22/07/2021,Chaetoceros_lauderi,338.06,3,C.lau
22/07/2021,Chaetoceros_lauderi,352.544,3,C.lau
22/07/2021,Chaetoceros_lauderi,309.956,3,C.lau
22/07/2021,Chaetoceros_lauderi,326.252,3,C.lau
22/07/2021,Chaetoceros_convolutus,329.779,3,C.con
22/07/2021,Chaetoceros_convolutus,328.441,3,C.con
22/07/2021,Chaetoceros_convolutus,370.522,3,C.con
22/07/2021,Chaetoceros_convolutus,357.835,3,C.con
22/07/2021,Chaetoceros_convolutus,376.676,3,C.con
22/07/2021,Chaetoceros_convolutus,369.231,3,C.con
22/07/2021,Chaetoceros_convolutus,390.324,3,C.con
22/07/2021,Chaetoceros_convolutus,380.003,3,C.con
22/07/2021,Chaetoceros_convolutus,345.039,3,C.con
22/07/2021,Chaetoceros_convolutus,348.635,3,C.con
22/07/2021,Chaetoceros_convolutus,385.604,3,C.con
22/07/2021,Chaetoceros_convolutus,391.571,3,C.con
22/07/2021,Chaetoceros_convolutus,362.599,3,C.con
22/07/2021,Chaetoceros_convolutus,375.969,3,C.con
22/07/2021,Chaetoceros_convolutus,373.87,3,C.con
22/07/2021,Chaetoceros_convolutus,367.517,3,C.con
22/07/2021,Chaetoceros_convolutus,350.623,3,C.con
22/07/2021,Chaetoceros_convolutus,392.954,3,C.con
22/07/2021,Chaetoceros_pseudocurvisetus,372.223,3,C.pse
22/07/2021,Chaetoceros_pseudocurvisetus,362.411,3,C.pse
22/07/2021,Chaetoceros_pseudocurvisetus,330.857,3,C.pse
22/07/2021,Chaetoceros_pseudocurvisetus,356.908,3,C.pse
22/07/2021,Chaetoceros_pseudocurvisetus,365.324,3,C.pse
22/07/2021,Chaetoceros_pseudocurvisetus,413.075,3,C.pse
22/07/2021,Chaetoceros_pseudocurvisetus,366.468,3,C.pse
22/07/2021,Chaetoceros_pseudocurvisetus,389.925,3,C.pse
22/07/2021,Chaetoceros_pseudocurvisetus,399.947,3,C.pse
22/07/2021,Chaetoceros_pseudocurvisetus,379.11,3,C.pse
22/07/2021,Chaetoceros_pseudocurvisetus,400.985,3,C.pse
22/07/2021,Chaetoceros_pseudocurvisetus,331.238,3,C.pse
22/07/2021,Chaetoceros_pseudocurvisetus,387.229,3,C.pse
22/07/2021,Chaetoceros_pseudocurvisetus,377.441,3,C.pse
22/07/2021,Chaetoceros_pseudocurvisetus,379.76,3,C.pse
22/07/2021,Chaetoceros_pseudocurvisetus,387.905,3,C.pse
22/07/2021,Chaetoceros_pseudocurvisetus,365.506,3,C.pse
22/07/2021,Chaetoceros_pseudocurvisetus,293.048,3,C.pse
22/07/2021,Coscinodiscus_sp,341.119,3,Cos.sp
22/07/2021,Coscinodiscus_sp,316.469,3,Cos.sp
22/07/2021,Coscinodiscus_sp,334.049,3,Cos.sp
22/07/2021,Coscinodiscus_sp,399.6,3,Cos.sp
22/07/2021,Coscinodiscus_sp,349.015,3,Cos.sp
22/07/2021,Coscinodiscus_sp,359.639,3,Cos.sp
22/07/2021,Coscinodiscus_sp,338.535,3,Cos.sp
22/07/2021,Coscinodiscus_sp,326.441,3,Cos.sp
22/07/2021,Coscinodiscus_sp,277.755,3,Cos.sp
22/07/2021,Coscinodiscus_sp,356.989,3,Cos.sp
22/07/2021,Coscinodiscus_sp,349.692,3,Cos.sp
22/07/2021,Coscinodiscus_sp,377.997,3,Cos.sp
22/07/2021,Coscinodiscus_sp,395.073,3,Cos.sp
22/07/2021,Coscinodiscus_sp,358.867,3,Cos.sp
22/07/2021,Coscinodiscus_sp,364.224,3,Cos.sp
22/07/2021,Coscinodiscus_sp,368.281,3,Cos.sp
22/07/2021,Coscinodiscus_sp,363.175,3,Cos.sp
22/07/2021,Coscinodiscus_sp,391.894,3,Cos.sp
22/07/2021,Cyclotella_sp,414.173,3,Cyc.sp
22/07/2021,Cyclotella_sp,333.739,3,Cyc.sp
22/07/2021,Cyclotella_sp,392.523,3,Cyc.sp
22/07/2021,Cyclotella_sp,387.97,3,Cyc.sp
22/07/2021,Cyclotella_sp,335.305,3,Cyc.sp
22/07/2021,Cyclotella_sp,368.981,3,Cyc.sp
22/07/2021,Cyclotella_sp,412.02,3,Cyc.sp
22/07/2021,Cyclotella_sp,375.313,3,Cyc.sp
22/07/2021,Cyclotella_sp,381.176,3,Cyc.sp
22/07/2021,Cyclotella_sp,381.661,3,Cyc.sp
22/07/2021,Cyclotella_sp,403.591,3,Cyc.sp
22/07/2021,Cyclotella_sp,349.826,3,Cyc.sp
22/07/2021,Cyclotella_sp,356.801,3,Cyc.sp
22/07/2021,Cyclotella_sp,339.595,3,Cyc.sp
22/07/2021,Cyclotella_sp,366.846,3,Cyc.sp
22/07/2021,Cyclotella_sp,388.698,3,Cyc.sp
22/07/2021,Cyclotella_sp,340.727,3,Cyc.sp
22/07/2021,Cyclotella_sp,342.53,3,Cyc.sp
22/07/2021,Diploneis_sp,353.86,3,Dip.sp
22/07/2021,Diploneis_sp,335.305,3,Dip.sp
22/07/2021,Diploneis_sp,319.451,3,Dip.sp
22/07/2021,Diploneis_sp,355.373,3,Dip.sp
22/07/2021,Diploneis_sp,356.399,3,Dip.sp
22/07/2021,Diploneis_sp,345.206,3,Dip.sp
22/07/2021,Diploneis_sp,344.01,3,Dip.sp
22/07/2021,Diploneis_sp,326.583,3,Dip.sp
22/07/2021,Diploneis_sp,328.202,3,Dip.sp
22/07/2021,Diploneis_sp,313.52,3,Dip.sp
22/07/2021,Diploneis_sp,318.049,3,Dip.sp
22/07/2021,Diploneis_sp,355.696,3,Dip.sp
22/07/2021,Diploneis_sp,373.874,3,Dip.sp
22/07/2021,Diploneis_sp,361.62,3,Dip.sp
22/07/2021,Diploneis_sp,402.557,3,Dip.sp
22/07/2021,Diploneis_sp,327.967,3,Dip.sp
22/07/2021,Diploneis_sp,347.707,3,Dip.sp
22/07/2021,Diploneis_sp,355.893,3,Dip.sp
22/07/2021,Gomphonema_sp,443.529,4,Gom.sp
22/07/2021,Gomphonema_sp,512.076,4,Gom.sp
22/07/2021,Gomphonema_sp,496.717,4,Gom.sp
22/07/2021,Gomphonema_sp,505.812,3,Gom.sp
22/07/2021,Gomphonema_sp,472.239,4,Gom.sp
22/07/2021,Gomphonema_sp,393.559,3,Gom.sp
22/07/2021,Gomphonema_sp,412.235,4,Gom.sp
22/07/2021,Gomphonema_sp,392.523,4,Gom.sp
22/07/2021,Gomphonema_sp,554.778,4,Gom.sp
22/07/2021,Gomphonema_sp,528.666,4,Gom.sp
22/07/2021,Gomphonema_sp,518.065,4,Gom.sp
22/07/2021,Gomphonema_sp,519.6,4,Gom.sp
22/07/2021,Gomphonema_sp,495.276,4,Gom.sp
22/07/2021,Gomphonema_sp,495.538,4,Gom.sp
22/07/2021,Gomphonema_sp,389.439,4,Gom.sp
22/07/2021,Gomphonema_sp,579.842,4,Gom.sp
22/07/2021,Gomphonema_sp,442.497,4,Gom.sp
22/07/2021,Gomphonema_sp,497.43,4,Gom.sp
22/07/2021,Helicotheca_sp,372.512,3,Hel.sp
22/07/2021,Helicotheca_sp,336.053,3,Hel.sp
22/07/2021,Helicotheca_sp,284.786,3,Hel.sp
22/07/2021,Helicotheca_sp,302.208,3,Hel.sp
22/07/2021,Helicotheca_sp,367.475,3,Hel.sp
22/07/2021,Helicotheca_sp,343.293,3,Hel.sp
22/07/2021,Helicotheca_sp,327.779,3,Hel.sp
22/07/2021,Helicotheca_sp,323.332,3,Hel.sp
22/07/2021,Helicotheca_sp,351.451,3,Hel.sp
22/07/2021,Helicotheca_sp,352.64,3,Hel.sp
22/07/2021,Helicotheca_sp,377.073,3,Hel.sp
22/07/2021,Helicotheca_sp,355.373,3,Hel.sp
22/07/2021,Helicotheca_sp,372.305,3,Hel.sp
22/07/2021,Helicotheca_sp,360.75,3,Hel.sp
22/07/2021,Helicotheca_sp,367.274,3,Hel.sp
22/07/2021,Helicotheca_sp,347.707,3,Hel.sp
22/07/2021,Helicotheca_sp,330.027,3,Hel.sp
22/07/2021,Helicotheca_sp,360.681,3,Hel.sp
22/07/2021,Hyalosira_sp,384.916,3,Hya.sp
22/07/2021,Hyalosira_sp,431.206,4,Hya.sp
22/07/2021,Hyalosira_sp,422.128,3,Hya.sp
22/07/2021,Hyalosira_sp,475.347,4,Hya.sp
22/07/2021,Hyalosira_sp,437.966,4,Hya.sp
22/07/2021,Hyalosira_sp,476.557,4,Hya.sp
22/07/2021,Hyalosira_sp,430.156,3,Hya.sp
22/07/2021,Hyalosira_sp,454.431,3,Hya.sp
22/07/2021,Hyalosira_sp,502.88,4,Hya.sp
22/07/2021,Hyalosira_sp,475.101,3,Hya.sp
22/07/2021,Hyalosira_sp,487.2,4,Hya.sp
22/07/2021,Hyalosira_sp,380.435,3,Hya.sp
22/07/2021,Hyalosira_sp,391.121,3,Hya.sp
22/07/2021,Hyalosira_sp,394.02,3,Hya.sp
22/07/2021,Hyalosira_sp,447.744,3,Hya.sp
22/07/2021,Hyalosira_sp,479.417,4,Hya.sp
22/07/2021,Hyalosira_sp,467.025,4,Hya.sp
22/07/2021,Hyalosira_sp,425.617,3,Hya.sp
22/07/2021,Melosira_nummuloides,403.016,3,M.num
22/07/2021,Melosira_nummuloides,391.77,3,M.num
22/07/2021,Melosira_nummuloides,376.105,3,M.num
22/07/2021,Melosira_nummuloides,400.101,3,M.num
22/07/2021,Melosira_nummuloides,404.401,3,M.num
22/07/2021,Melosira_nummuloides,363.303,3,M.num
22/07/2021,Melosira_nummuloides,404.148,3,M.num
22/07/2021,Melosira_nummuloides,358.849,3,M.num
22/07/2021,Melosira_nummuloides,447.627,3,M.num
22/07/2021,Melosira_nummuloides,441.286,3,M.num
22/07/2021,Melosira_nummuloides,391.029,3,M.num
22/07/2021,Melosira_nummuloides,378.052,3,M.num
22/07/2021,Melosira_nummuloides,387.688,3,M.num
22/07/2021,Melosira_nummuloides,371.158,3,M.num
22/07/2021,Melosira_nummuloides,363.256,3,M.num
22/07/2021,Melosira_nummuloides,408.615,3,M.num
22/07/2021,Melosira_nummuloides,417.05,3,M.num
22/07/2021,Melosira_nummuloides,422.282,3,M.num
22/07/2021,Nitzschia_laevis,552.998,4,N.lae
22/07/2021,Nitzschia_laevis,530.599,4,N.lae
22/07/2021,Nitzschia_laevis,474.387,4,N.lae
22/07/2021,Nitzschia_laevis,453.26,3,N.lae
22/07/2021,Nitzschia_laevis,561.209,4,N.lae
22/07/2021,Nitzschia_laevis,420.703,4,N.lae
22/07/2021,Nitzschia_laevis,545.625,4,N.lae
22/07/2021,Nitzschia_laevis,520.932,4,N.lae
22/07/2021,Nitzschia_laevis,450.098,4,N.lae
22/07/2021,Nitzschia_laevis,572.323,4,N.lae
22/07/2021,Nitzschia_laevis,413.415,4,N.lae
22/07/2021,Nitzschia_laevis,432.482,4,N.lae
22/07/2021,Nitzschia_laevis,441.53,4,N.lae
22/07/2021,Nitzschia_laevis,456.317,3,N.lae
22/07/2021,Nitzschia_laevis,516.269,3,N.lae
22/07/2021,Nitzschia_laevis,495.04,4,N.lae
22/07/2021,Nitzschia_laevis,383.911,3,N.lae
22/07/2021,Nitzschia_laevis,428.07,4,N.lae
22/07/2021,Tabularia_sp,326.065,3,Tab.sp
22/07/2021,Tabularia_sp,358.226,3,Tab.sp
22/07/2021,Tabularia_sp,420.515,3,Tab.sp
22/07/2021,Tabularia_sp,403.628,3,Tab.sp
22/07/2021,Tabularia_sp,383.461,3,Tab.sp
22/07/2021,Tabularia_sp,342.939,3,Tab.sp
22/07/2021,Tabularia_sp,459.847,3,Tab.sp
22/07/2021,Tabularia_sp,394.171,3,Tab.sp
22/07/2021,Tabularia_sp,332.63,3,Tab.sp
22/07/2021,Tabularia_sp,459.042,4,Tab.sp
22/07/2021,Tabularia_sp,381.62,3,Tab.sp
22/07/2021,Tabularia_sp,449.539,4,Tab.sp
22/07/2021,Tabularia_sp,420.595,3,Tab.sp
22/07/2021,Tabularia_sp,404.736,3,Tab.sp
22/07/2021,Tabularia_sp,408.482,3,Tab.sp
22/07/2021,Tabularia_sp,330.12,3,Tab.sp
22/07/2021,Tabularia_sp,414.507,4,Tab.sp
22/07/2021,Tabularia_sp,359.594,3,Tab.sp
12/08/2021,Control_slip,387.908,3,nbc
12/08/2021,Control_slip,389.806,3,nbc
12/08/2021,Control_slip,381.661,3,nbc
12/08/2021,Control_slip,365.919,3,nbc
12/08/2021,Control_slip,385.515,3,nbc
12/08/2021,Control_slip,333.739,3,nbc
12/08/2021,Control_slip,313.818,3,nbc
12/08/2021,Control_slip,361.39,3,nbc
12/08/2021,Control_slip,339.277,3,nbc
12/08/2021,Control_slip,338.868,3,nbc
12/08/2021,Control_slip,387.229,3,nbc
12/08/2021,Control_slip,319.595,3,nbc
12/08/2021,Control_slip,355.936,3,nbc
12/08/2021,Control_slip,344.01,3,nbc
12/08/2021,Control_slip,368.522,3,nbc
12/08/2021,Control_slip,368.563,3,nbc
12/08/2021,Control_slip,338.959,3,nbc
12/08/2021,Control_slip,372.223,3,nbc
12/08/2021,Achnanthes_brevipes,650.203,4,A.bre
12/08/2021,Achnanthes_brevipes,742.83,5,A.bre
12/08/2021,Achnanthes_brevipes,707.293,5,A.bre
12/08/2021,Achnanthes_brevipes,690.434,4,A.bre
12/08/2021,Achnanthes_brevipes,719.576,5,A.bre
12/08/2021,Achnanthes_brevipes,650.298,4,A.bre
12/08/2021,Achnanthes_brevipes,606.902,5,A.bre
12/08/2021,Achnanthes_brevipes,609.661,4,A.bre
12/08/2021,Achnanthes_brevipes,718.548,5,A.bre
12/08/2021,Achnanthes_brevipes,685.734,4,A.bre
12/08/2021,Achnanthes_brevipes,560.66,4,A.bre
12/08/2021,Achnanthes_brevipes,737.962,5,A.bre
12/08/2021,Achnanthes_brevipes,642.699,4,A.bre
12/08/2021,Achnanthes_brevipes,644.015,4,A.bre
12/08/2021,Achnanthes_brevipes,650.039,4,A.bre
12/08/2021,Achnanthes_brevipes,691.638,5,A.bre
12/08/2021,Achnanthes_brevipes,663.197,4,A.bre
12/08/2021,Achnanthes_brevipes,642.1,4,A.bre
12/08/2021,Amphora_sp_RCC7063,539.083,4,Amp.sp2
12/08/2021,Amphora_sp_RCC7063,516.18,4,Amp.sp2
12/08/2021,Amphora_sp_RCC7063,634.434,5,Amp.sp2
12/08/2021,Amphora_sp_RCC7063,578.506,4,Amp.sp2
12/08/2021,Amphora_sp_RCC7063,501.869,4,Amp.sp2
12/08/2021,Amphora_sp_RCC7063,683.737,5,Amp.sp2
12/08/2021,Amphora_sp_RCC7063,555.068,4,Amp.sp2
12/08/2021,Amphora_sp_RCC7063,545.201,4,Amp.sp2
12/08/2021,Amphora_sp_RCC7063,555.998,5,Amp.sp2
12/08/2021,Amphora_sp_RCC7063,617.648,5,Amp.sp2
12/08/2021,Amphora_sp_RCC7063,576.399,4,Amp.sp2
12/08/2021,Amphora_sp_RCC7063,614.975,4,Amp.sp2
12/08/2021,Amphora_sp_RCC7063,589.376,4,Amp.sp2
12/08/2021,Amphora_sp_RCC7063,523.733,4,Amp.sp2
12/08/2021,Amphora_sp_RCC7063,638.373,5,Amp.sp2
12/08/2021,Amphora_sp_RCC7063,630.481,5,Amp.sp2
12/08/2021,Amphora_sp_RCC7063,554.156,4,Amp.sp2
12/08/2021,Amphora_sp_RCC7063,553.36,4,Amp.sp2
12/08/2021,Asterionellopsis_cf_glacialis,336.986,3,A.gla
12/08/2021,Asterionellopsis_cf_glacialis,357.884,3,A.gla
12/08/2021,Asterionellopsis_cf_glacialis,369.857,3,A.gla
12/08/2021,Asterionellopsis_cf_glacialis,349.659,3,A.gla
12/08/2021,Asterionellopsis_cf_glacialis,338.868,3,A.gla
12/08/2021,Asterionellopsis_cf_glacialis,369.482,3,A.gla
12/08/2021,Asterionellopsis_cf_glacialis,322.665,3,A.gla
12/08/2021,Asterionellopsis_cf_glacialis,384.555,3,A.gla
12/08/2021,Asterionellopsis_cf_glacialis,346.153,3,A.gla
12/08/2021,Asterionellopsis_cf_glacialis,389.687,3,A.gla
12/08/2021,Asterionellopsis_cf_glacialis,394.167,3,A.gla
12/08/2021,Asterionellopsis_cf_glacialis,374.203,3,A.gla
12/08/2021,Asterionellopsis_cf_glacialis,367.35,3,A.gla
12/08/2021,Asterionellopsis_cf_glacialis,358.308,3,A.gla
12/08/2021,Asterionellopsis_cf_glacialis,388.5,3,A.gla
12/08/2021,Asterionellopsis_cf_glacialis,406.516,3,A.gla
12/08/2021,Asterionellopsis_cf_glacialis,357.318,3,A.gla
12/08/2021,Asterionellopsis_cf_glacialis,346.108,3,A.gla
12/08/2021,Bacteriastrum_sp,376.5,3,Bac.sp
12/08/2021,Bacteriastrum_sp,414.688,3,Bac.sp
12/08/2021,Bacteriastrum_sp,349.657,3,Bac.sp
12/08/2021,Bacteriastrum_sp,390.635,3,Bac.sp
12/08/2021,Bacteriastrum_sp,371.021,3,Bac.sp
12/08/2021,Bacteriastrum_sp,354.027,3,Bac.sp
12/08/2021,Bacteriastrum_sp,340.968,3,Bac.sp
12/08/2021,Bacteriastrum_sp,344.815,3,Bac.sp
12/08/2021,Bacteriastrum_sp,380.853,3,Bac.sp
12/08/2021,Bacteriastrum_sp,406.692,3,Bac.sp
12/08/2021,Bacteriastrum_sp,369.023,3,Bac.sp
12/08/2021,Bacteriastrum_sp,337.137,3,Bac.sp
12/08/2021,Bacteriastrum_sp,370.748,3,Bac.sp
12/08/2021,Bacteriastrum_sp,325.185,3,Bac.sp
12/08/2021,Bacteriastrum_sp,357.146,3,Bac.sp
12/08/2021,Bacteriastrum_sp,409.724,3,Bac.sp
12/08/2021,Bacteriastrum_sp,370.444,3,Bac.sp
12/08/2021,Bacteriastrum_sp,351.057,3,Bac.sp
12/08/2021,Chaetoceros_lauderi,391.027,3,C.lau
12/08/2021,Chaetoceros_lauderi,353.287,3,C.lau
12/08/2021,Chaetoceros_lauderi,344.503,3,C.lau
12/08/2021,Chaetoceros_lauderi,346.108,3,C.lau
12/08/2021,Chaetoceros_lauderi,391.045,3,C.lau
12/08/2021,Chaetoceros_lauderi,378.256,3,C.lau
12/08/2021,Chaetoceros_lauderi,367.756,3,C.lau
12/08/2021,Chaetoceros_lauderi,363.641,3,C.lau
12/08/2021,Chaetoceros_lauderi,368.981,3,C.lau
12/08/2021,Chaetoceros_lauderi,329.139,3,C.lau
12/08/2021,Chaetoceros_lauderi,314.544,3,C.lau
12/08/2021,Chaetoceros_lauderi,368.354,3,C.lau
12/08/2021,Chaetoceros_lauderi,338.959,3,C.lau
12/08/2021,Chaetoceros_lauderi,358.982,3,C.lau
12/08/2021,Chaetoceros_lauderi,333.432,3,C.lau
12/08/2021,Chaetoceros_lauderi,315.857,3,C.lau
12/08/2021,Chaetoceros_lauderi,343.508,3,C.lau
12/08/2021,Chaetoceros_lauderi,345.823,3,C.lau
12/08/2021,Chaetoceros_convolutus,390.451,3,C.con
12/08/2021,Chaetoceros_convolutus,337.911,3,C.con
12/08/2021,Chaetoceros_convolutus,305.212,3,C.con
12/08/2021,Chaetoceros_convolutus,292.056,3,C.con
12/08/2021,Chaetoceros_convolutus,359.895,3,C.con
12/08/2021,Chaetoceros_convolutus,338.16,3,C.con
12/08/2021,Chaetoceros_convolutus,323.018,3,C.con
12/08/2021,Chaetoceros_convolutus,374.148,3,C.con
12/08/2021,Chaetoceros_convolutus,327.938,3,C.con
12/08/2021,Chaetoceros_convolutus,326.733,3,C.con
12/08/2021,Chaetoceros_convolutus,313.806,3,C.con
12/08/2021,Chaetoceros_convolutus,351.057,3,C.con
12/08/2021,Chaetoceros_convolutus,364.339,3,C.con
12/08/2021,Chaetoceros_convolutus,367.948,3,C.con
12/08/2021,Chaetoceros_convolutus,391.855,3,C.con
12/08/2021,Chaetoceros_convolutus,414.767,3,C.con
12/08/2021,Chaetoceros_convolutus,379.907,3,C.con
12/08/2021,Chaetoceros_convolutus,381.176,3,C.con
12/08/2021,Chaetoceros_pseudocurvisetus,362.454,3,C.pse
12/08/2021,Chaetoceros_pseudocurvisetus,388.54,3,C.pse
12/08/2021,Chaetoceros_pseudocurvisetus,416.656,3,C.pse
12/08/2021,Chaetoceros_pseudocurvisetus,396.544,3,C.pse
12/08/2021,Chaetoceros_pseudocurvisetus,364.868,3,C.pse
12/08/2021,Chaetoceros_pseudocurvisetus,361.524,3,C.pse
12/08/2021,Chaetoceros_pseudocurvisetus,349.694,3,C.pse
12/08/2021,Chaetoceros_pseudocurvisetus,360.195,3,C.pse
12/08/2021,Chaetoceros_pseudocurvisetus,364.868,3,C.pse
12/08/2021,Chaetoceros_pseudocurvisetus,355.373,3,C.pse
12/08/2021,Chaetoceros_pseudocurvisetus,390.319,3,C.pse
12/08/2021,Chaetoceros_pseudocurvisetus,343.605,3,C.pse
12/08/2021,Chaetoceros_pseudocurvisetus,341.027,3,C.pse
12/08/2021,Chaetoceros_pseudocurvisetus,355.304,3,C.pse
12/08/2021,Chaetoceros_pseudocurvisetus,330.72,3,C.pse
12/08/2021,Chaetoceros_pseudocurvisetus,355.893,3,C.pse
12/08/2021,Chaetoceros_pseudocurvisetus,325.888,3,C.pse
12/08/2021,Chaetoceros_pseudocurvisetus,352.127,3,C.pse
12/08/2021,Coscinodiscus_sp,355.373,3,Cos.sp
12/08/2021,Coscinodiscus_sp,443.167,3,Cos.sp
12/08/2021,Coscinodiscus_sp,383.954,3,Cos.sp
12/08/2021,Coscinodiscus_sp,386.513,3,Cos.sp
12/08/2021,Coscinodiscus_sp,422.712,3,Cos.sp
12/08/2021,Coscinodiscus_sp,425.472,3,Cos.sp
12/08/2021,Coscinodiscus_sp,355.633,3,Cos.sp
12/08/2021,Coscinodiscus_sp,331.145,3,Cos.sp
12/08/2021,Coscinodiscus_sp,294.513,3,Cos.sp
12/08/2021,Coscinodiscus_sp,393.111,3,Cos.sp
12/08/2021,Coscinodiscus_sp,371.021,3,Cos.sp
12/08/2021,Coscinodiscus_sp,397.939,3,Cos.sp
12/08/2021,Coscinodiscus_sp,351.583,3,Cos.sp
12/08/2021,Coscinodiscus_sp,317.856,3,Cos.sp
12/08/2021,Coscinodiscus_sp,316.399,3,Cos.sp
12/08/2021,Coscinodiscus_sp,327.638,3,Cos.sp
12/08/2021,Coscinodiscus_sp,400.601,3,Cos.sp
12/08/2021,Coscinodiscus_sp,348.69,3,Cos.sp
12/08/2021,Cyclotella_sp,368.636,3,Cyc.sp
12/08/2021,Cyclotella_sp,381.459,3,Cyc.sp
12/08/2021,Cyclotella_sp,380.205,3,Cyc.sp
12/08/2021,Cyclotella_sp,363.303,3,Cyc.sp
12/08/2021,Cyclotella_sp,354.767,3,Cyc.sp
12/08/2021,Cyclotella_sp,394.167,3,Cyc.sp
12/08/2021,Cyclotella_sp,340.184,3,Cyc.sp
12/08/2021,Cyclotella_sp,404.846,3,Cyc.sp
12/08/2021,Cyclotella_sp,400.716,3,Cyc.sp
12/08/2021,Cyclotella_sp,424.13,3,Cyc.sp
12/08/2021,Cyclotella_sp,354.027,3,Cyc.sp
12/08/2021,Cyclotella_sp,343.721,3,Cyc.sp
12/08/2021,Cyclotella_sp,370.356,3,Cyc.sp
12/08/2021,Cyclotella_sp,368.354,3,Cyc.sp
12/08/2021,Cyclotella_sp,366.468,3,Cyc.sp
12/08/2021,Cyclotella_sp,367.799,3,Cyc.sp
12/08/2021,Cyclotella_sp,373.263,3,Cyc.sp
12/08/2021,Cyclotella_sp,373.132,3,Cyc.sp
12/08/2021,Diploneis_sp,324.39,3,Dip.sp
